Name      Surname   HW1     HW2     HW3     HW4     HW5     HW6     HW7     Exam    
Name2280  Surname2  6.29    4.78    9.74    3.15    8.64    5.28    8.04    8.88    
Name2281  Surname1  5.84    5.60    8.97    9.40    7.48    5.68    5.11    5.92    
Name2282  Surname2  5.55    7.82    4.70    3.99    5.14    1.13    1.77    3.39    
Name2283  Surname1  9.32    9.92    2.43    5.73    9.92    9.00    9.31    4.80    
Name2284  Surname2  5.73    5.64    6.80    7.69    5.72    3.42    1.69    1.31    
Name2285  Surname1  6.66    8.57    9.59    9.06    8.42    7.28    3.27    2.78    
Name2286  Surname2  9.44    2.50    1.33    6.83    6.85    8.25    6.76    1.19    
Name2287  Surname1  6.96    4.30    2.09    4.31    1.85    9.86    5.33    4.68    
Name2288  Surname2  5.52    2.92    9.39    6.53    3.35    1.19    6.45    6.44    
Name2289  Surname1  5.64    2.49    9.70    6.13    2.81    4.05    6.23    2.90    
Name2290  Surname2  9.92    5.79    5.35    9.02    5.38    6.14    2.27    6.02    
Name2291  Surname1  3.67    1.40    3.15    5.20    8.50    3.84    8.79    1.25    
Name2292  Surname2  4.13    9.41    3.24    3.60    7.28    8.40    3.05    6.47    
Name2293  Surname1  8.78    6.78    4.65    6.76    3.46    6.78    3.63    5.30    
Name2294  Surname2  3.42    8.93    6.38    1.80    6.85    1.27    8.18    5.03    
Name2295  Surname1  9.68    1.30    1.68    7.70    7.17    9.56    2.30    4.92    
Name2296  Surname2  6.81    4.24    9.45    4.58    3.57    3.80    8.16    3.13    
Name2297  Surname1  4.76    7.72    2.41    2.81    7.25    1.77    8.34    1.48    
Name2298  Surname2  1.12    9.63    8.01    7.15    1.14    7.27    8.16    8.55    
Name2299  Surname1  2.17    6.64    2.41    2.78    6.85    4.00    6.92    4.37    
Name2300  Surname2  8.89    8.93    9.42    8.12    3.00    4.95    1.73    7.55    
Name2301  Surname1  6.48    5.11    5.85    5.52    6.28    5.40    4.42    6.38    
Name2302  Surname2  3.88    5.21    5.06    6.30    4.21    9.77    7.65    1.81    
Name2303  Surname1  5.23    6.70    3.55    2.95    6.91    9.30    6.96    1.77    
Name2304  Surname2  7.94    6.98    6.70    3.50    7.89    5.74    3.09    6.71    
Name2305  Surname1  3.62    2.52    6.11    7.94    8.52    3.90    8.02    1.05    
Name2306  Surname2  1.85    8.73    5.46    3.72    9.83    4.50    3.12    1.21    
Name2307  Surname1  6.47    1.09    5.53    5.38    2.92    9.45    2.08    2.90    
Name2308  Surname2  1.13    3.77    2.33    2.22    1.53    2.85    5.73    7.39    
Name2309  Surname1  8.53    1.73    6.09    2.01    8.80    7.69    4.45    4.63    
Name2310  Surname2  6.77    6.42    5.15    6.29    2.99    1.06    3.08    7.91    
Name2311  Surname1  4.60    6.98    2.12    5.60    1.84    4.44    8.70    5.58    
Name2312  Surname2  4.27    5.37    1.94    2.17    9.90    3.02    5.58    1.66    
Name2313  Surname1  5.94    9.12    5.39    6.37    7.48    6.55    4.43    6.27    
Name2314  Surname2  5.01    7.67    1.31    9.52    1.41    2.91    2.01    7.38    
Name2315  Surname1  6.81    8.24    6.88    2.58    2.99    7.80    6.37    9.51    
Name2316  Surname2  1.08    3.72    7.40    8.95    3.20    6.18    9.79    9.06    
Name2317  Surname1  3.67    3.17    9.85    1.89    6.56    7.96    7.24    3.96    
Name2318  Surname2  7.50    5.28    4.77    2.68    2.65    9.02    1.40    1.57    
Name2319  Surname1  3.90    4.61    6.85    5.55    4.44    5.82    3.10    2.29    
Name2320  Surname2  2.09    5.57    3.83    6.42    2.58    4.25    6.12    2.29    
Name2321  Surname1  8.54    6.25    6.75    7.16    2.02    1.94    8.71    1.96    
Name2322  Surname2  7.59    9.40    2.21    7.18    7.79    5.43    9.19    1.15    
Name2323  Surname1  2.96    6.12    8.77    6.58    3.14    2.51    5.09    1.93    
Name2324  Surname2  4.62    5.88    7.77    9.08    1.90    1.96    7.47    9.34    
Name2325  Surname1  3.42    9.25    5.89    9.09    3.65    9.41    1.36    2.22    
Name2326  Surname2  5.33    7.50    2.86    8.57    4.66    4.64    5.82    9.00    
Name2327  Surname1  9.71    9.81    4.57    6.89    8.17    5.36    9.58    5.45    
Name2328  Surname2  4.57    2.28    5.88    6.13    9.19    3.69    4.28    4.51    
Name2329  Surname1  3.44    7.72    7.55    4.11    7.42    3.65    8.24    8.30    
Name2330  Surname2  6.39    9.03    4.31    4.91    2.67    8.13    2.69    9.87    
Name2331  Surname1  9.48    5.46    6.33    4.45    2.40    5.17    3.80    2.03    
Name2332  Surname2  8.89    5.12    8.10    7.28    3.93    7.54    5.68    3.13    
Name2333  Surname1  1.68    9.70    2.71    8.32    6.89    9.43    3.74    6.22    
Name2334  Surname2  6.65    9.92    7.90    3.76    2.49    3.18    8.97    7.33    
Name2335  Surname1  5.78    3.76    1.87    6.16    9.18    7.41    2.98    9.90    
Name2336  Surname2  8.54    6.03    5.90    3.51    8.42    2.75    8.65    1.92    
Name2337  Surname1  8.34    1.87    6.51    5.01    6.48    8.77    5.00    6.83    
Name2338  Surname2  2.86    4.04    5.17    5.28    8.94    3.20    9.26    1.70    
Name2339  Surname1  3.91    5.65    6.15    8.94    6.01    3.80    2.92    6.67    
Name2340  Surname2  1.06    6.35    8.95    9.75    1.96    8.98    4.15    4.40    
Name2341  Surname1  4.75    4.39    6.69    8.13    3.34    9.92    1.30    9.31    
Name2342  Surname2  7.36    9.09    1.49    4.61    3.83    4.47    9.58    5.52    
Name2343  Surname1  9.45    4.21    1.52    6.82    5.98    2.24    1.34    7.80    
Name2344  Surname2  5.46    4.69    3.37    3.92    7.28    6.87    4.57    9.22    
Name2345  Surname1  3.77    6.61    4.20    2.53    5.90    8.60    9.34    6.43    
Name2346  Surname2  7.99    7.96    4.70    1.48    5.56    8.80    6.72    6.48    
Name2347  Surname1  5.21    7.19    1.93    3.92    8.84    6.02    2.63    6.49    
Name2348  Surname2  6.04    7.27    9.11    1.15    8.89    7.99    5.78    5.96    
Name2349  Surname1  4.21    1.46    7.23    8.66    8.21    9.53    7.34    6.32    
Name2350  Surname2  5.96    9.71    4.48    9.03    4.09    5.49    5.28    2.63    
Name2351  Surname1  1.21    1.52    3.79    3.34    8.27    8.88    9.56    1.79    
Name2352  Surname2  6.87    4.93    3.24    2.69    9.50    7.10    8.73    6.14    
Name2353  Surname1  3.45    9.90    7.38    3.23    3.72    2.67    8.48    5.43    
Name2354  Surname2  3.33    1.91    6.21    4.45    2.51    5.32    8.86    3.43    
Name2355  Surname1  4.11    4.37    3.86    2.76    9.67    1.64    3.92    9.30    
Name2356  Surname2  1.52    5.40    3.11    7.18    5.44    5.71    7.63    4.02    
Name2357  Surname1  3.31    7.74    6.30    4.78    2.90    3.72    7.99    2.10    
Name2358  Surname2  3.81    8.35    8.90    1.80    6.72    8.02    5.95    8.99    
Name2359  Surname1  7.27    2.81    4.31    6.78    9.28    4.40    5.59    1.74    
Name2360  Surname2  4.26    3.94    7.48    3.56    5.51    8.79    1.04    3.23    
Name2361  Surname1  2.01    3.74    4.04    8.97    7.53    1.06    7.01    4.51    
Name2362  Surname2  3.25    3.31    2.90    1.59    1.02    6.87    4.26    3.21    
Name2363  Surname1  8.72    1.92    8.83    1.84    7.90    8.79    6.95    4.57    
Name2364  Surname2  6.73    7.16    2.55    1.34    5.31    3.69    4.74    7.58    
Name2365  Surname1  2.42    9.93    5.73    1.74    9.86    1.78    6.78    6.09    
Name2366  Surname2  7.67    1.94    8.79    9.71    6.81    1.26    3.36    5.17    
Name2367  Surname1  1.52    1.49    2.74    3.20    4.23    2.67    8.40    8.53    
Name2368  Surname2  1.90    1.72    9.98    7.96    7.51    2.29    5.85    3.91    
Name2369  Surname1  3.75    4.51    5.56    2.25    1.38    9.04    2.18    3.75    
Name2370  Surname2  5.43    7.88    5.61    5.92    9.29    1.26    2.32    8.39    
Name2371  Surname1  4.62    6.90    8.14    1.13    2.14    1.26    3.96    8.85    
Name2372  Surname2  1.62    1.74    1.53    6.41    8.73    3.97    5.66    7.91    
Name2373  Surname1  9.62    1.79    8.76    7.16    8.24    3.04    4.16    2.70    
Name2374  Surname2  7.40    1.28    5.44    4.56    9.52    8.77    7.90    4.94    
Name2375  Surname1  5.63    9.10    9.92    8.36    8.09    3.74    1.99    1.59    
Name2376  Surname2  5.70    8.30    1.20    3.29    3.84    8.96    7.75    1.43    
Name2377  Surname1  8.27    4.87    6.15    7.95    4.00    8.63    9.42    5.77    
Name2378  Surname2  7.52    3.25    5.70    5.32    6.19    6.82    8.91    4.29    
Name2379  Surname1  2.68    5.42    9.34    7.57    7.31    9.92    7.33    4.24    
Name2380  Surname2  8.10    7.18    7.85    2.71    6.82    4.14    7.62    1.16    
Name2381  Surname1  3.86    4.07    5.70    2.54    1.43    4.48    1.97    7.93    
Name2382  Surname2  3.46    1.20    8.18    7.10    8.28    4.52    10.00   4.42    
Name2383  Surname1  1.23    2.62    4.71    3.87    3.85    7.10    9.96    3.92    
Name2384  Surname2  3.52    7.53    5.69    7.50    1.23    2.80    1.27    1.46    
Name2385  Surname1  6.87    2.83    4.97    3.56    2.84    4.94    1.66    8.01    
Name2386  Surname2  2.97    3.81    7.03    4.83    5.23    3.56    9.71    3.51    
Name2387  Surname1  4.18    7.84    3.11    1.43    2.97    5.48    4.32    8.85    
Name2388  Surname2  9.19    8.05    4.72    7.44    7.83    7.75    2.27    6.30    
Name2389  Surname1  7.26    2.41    6.70    9.44    1.84    7.26    2.38    2.74    
Name2390  Surname2  1.62    7.43    4.20    5.91    2.33    3.84    8.03    5.36    
Name2391  Surname1  8.70    9.25    4.72    5.48    4.97    5.39    5.11    6.81    
Name2392  Surname2  9.14    8.41    2.53    3.51    1.05    5.33    3.45    5.08    
Name2393  Surname1  8.84    8.32    2.07    5.27    5.50    8.06    9.92    1.23    
Name2394  Surname2  2.73    6.17    7.63    3.04    4.58    5.09    9.66    4.41    
Name2395  Surname1  5.93    5.90    1.71    1.86    2.11    1.01    5.21    9.15    
Name2396  Surname2  9.00    7.57    3.12    7.17    8.87    1.94    8.98    7.65    
Name2397  Surname1  8.91    8.14    6.56    5.86    5.27    7.71    9.98    2.52    
Name2398  Surname2  8.29    4.00    8.02    1.89    4.74    9.55    2.24    3.89    
Name2399  Surname1  3.68    9.40    3.30    6.54    1.95    6.97    7.35    1.70    
Name2400  Surname2  3.47    3.83    4.24    2.83    7.65    8.64    2.19    1.88    
Name2401  Surname1  2.61    4.56    5.25    9.77    9.66    7.72    9.34    6.74    
Name2402  Surname2  2.85    8.12    1.27    1.07    1.16    2.79    7.92    3.26    
Name2403  Surname1  1.33    1.54    4.79    6.29    1.18    8.62    6.45    6.07    
Name2404  Surname2  4.76    8.49    8.99    6.59    6.49    3.00    8.80    1.11    
Name2405  Surname1  2.81    1.41    5.66    8.45    9.68    9.38    6.56    1.11    
Name2406  Surname2  4.60    3.20    3.01    7.06    8.17    1.01    1.97    9.91    
Name2407  Surname1  4.67    9.09    5.01    2.50    9.68    5.31    7.11    2.03    
Name2408  Surname2  1.60    9.87    3.16    2.57    9.80    1.04    9.00    4.90    
Name2409  Surname1  2.36    7.70    6.39    2.33    9.42    1.75    5.54    1.56    
Name2410  Surname2  7.70    7.53    2.39    4.42    5.85    9.96    4.66    1.57    
Name2411  Surname1  3.45    2.47    5.80    8.63    2.97    4.57    7.25    8.00    
Name2412  Surname2  9.49    4.22    6.30    6.83    1.21    4.44    4.90    7.74    
Name2413  Surname1  5.37    5.47    9.57    4.58    7.55    1.95    5.78    4.46    
Name2414  Surname2  5.68    5.00    1.07    2.11    8.29    6.03    3.96    7.05    
Name2415  Surname1  1.07    2.13    6.01    9.27    9.24    1.64    8.57    5.38    
Name2416  Surname2  2.71    4.83    6.42    5.76    3.91    5.56    5.01    5.38    
Name2417  Surname1  4.18    5.62    9.99    1.25    7.92    8.08    9.35    2.43    
Name2418  Surname2  3.55    9.72    9.51    2.39    3.45    8.54    6.67    3.43    
Name2419  Surname1  2.40    8.56    7.21    7.74    4.54    8.90    5.47    1.28    
Name2420  Surname2  6.99    4.30    3.63    7.54    9.15    6.74    8.48    7.65    
Name2421  Surname1  2.22    2.87    7.01    8.79    6.01    6.74    9.04    4.33    
Name2422  Surname2  9.50    7.37    7.86    1.61    7.17    3.27    1.86    5.50    
Name2423  Surname1  1.66    4.89    8.85    9.12    2.37    7.91    6.17    5.94    
Name2424  Surname2  7.57    3.79    3.51    5.32    8.56    5.60    5.72    4.40    
Name2425  Surname1  2.48    2.06    1.84    9.55    3.44    3.64    8.70    6.22    
Name2426  Surname2  7.76    8.74    5.55    1.69    5.91    8.27    4.09    4.08    
Name2427  Surname1  8.19    2.87    1.64    5.45    3.13    7.46    5.99    7.16    
Name2428  Surname2  4.16    8.11    1.96    7.60    1.53    9.14    1.61    8.51    
Name2429  Surname1  1.03    1.07    4.09    4.69    6.07    7.07    1.85    3.13    
Name2430  Surname2  2.65    6.94    6.04    3.37    5.51    1.13    1.24    8.61    
Name2431  Surname1  4.28    1.76    8.19    8.46    4.93    7.46    7.79    1.75    
Name2432  Surname2  4.40    3.05    2.67    6.51    9.64    6.63    3.94    7.66    
Name2433  Surname1  4.82    3.46    5.24    7.53    4.03    2.49    8.36    5.52    
Name2434  Surname2  4.09    3.99    9.23    5.81    5.52    2.64    7.28    2.06    
Name2435  Surname1  4.93    5.47    7.23    1.12    1.60    6.18    2.31    9.07    
Name2436  Surname2  5.91    8.55    9.25    7.79    9.98    6.17    9.70    6.58    
Name2437  Surname1  3.86    4.66    3.30    9.58    3.53    4.31    7.38    4.91    
Name2438  Surname2  5.75    8.53    5.97    9.77    5.81    7.36    9.20    9.61    
Name2439  Surname1  2.81    3.74    1.21    1.15    4.23    2.09    6.63    2.72    
Name2440  Surname2  2.83    3.84    2.73    9.26    2.00    6.14    8.73    2.79    
Name2441  Surname1  4.88    6.33    1.69    4.19    5.44    1.03    4.64    3.59    
Name2442  Surname2  3.88    3.26    1.36    6.55    6.04    9.39    6.81    6.75    
Name2443  Surname1  2.39    4.57    3.86    3.31    8.26    2.85    1.84    8.43    
Name2444  Surname2  4.34    5.18    5.60    2.89    1.40    9.44    7.45    1.04    
Name2445  Surname1  4.43    1.72    1.21    5.41    6.31    3.46    7.54    4.54    
Name2446  Surname2  8.74    1.24    4.75    8.39    9.18    3.03    5.56    8.81    
Name2447  Surname1  2.69    9.12    5.82    3.66    4.33    1.41    1.33    2.44    
Name2448  Surname2  8.05    2.60    6.48    4.52    3.93    7.81    3.68    5.61    
Name2449  Surname1  2.34    8.18    5.31    4.60    9.25    4.25    1.81    6.37    
Name2450  Surname2  6.73    8.13    3.66    7.79    4.40    7.08    9.52    5.47    
Name2451  Surname1  3.09    5.63    8.05    8.82    9.41    8.72    2.55    3.00    
Name2452  Surname2  1.32    7.80    3.58    7.07    4.23    6.47    4.10    8.20    
Name2453  Surname1  8.11    7.37    7.49    2.67    1.42    8.84    3.03    9.18    
Name2454  Surname2  3.47    9.90    9.40    2.58    4.05    8.04    3.89    9.46    
Name2455  Surname1  2.15    2.69    6.23    8.81    7.43    9.15    3.58    7.70    
Name2456  Surname2  3.81    9.08    2.99    3.31    2.37    6.13    6.60    1.03    
Name2457  Surname1  5.40    5.17    1.47    4.32    9.90    7.41    6.27    5.66    
Name2458  Surname2  6.29    8.09    2.81    3.64    5.66    9.35    2.24    5.89    
Name2459  Surname1  8.07    5.71    4.74    3.16    6.64    4.79    7.93    6.59    
Name2460  Surname2  4.11    5.65    1.68    2.51    4.50    1.77    6.80    6.14    
Name2461  Surname1  8.97    7.58    5.14    4.73    2.21    9.17    8.50    1.02    
Name2462  Surname2  5.65    7.23    9.44    7.96    6.09    9.36    7.61    4.20    
Name2463  Surname1  7.34    7.55    4.22    6.50    1.89    6.25    5.44    3.48    
Name2464  Surname2  6.90    6.36    1.68    6.48    6.50    9.19    7.96    9.94    
Name2465  Surname1  1.96    6.73    3.21    8.36    5.35    6.25    7.22    1.17    
Name2466  Surname2  3.30    1.60    2.56    1.68    1.43    9.89    3.92    7.51    
Name2467  Surname1  8.99    3.33    3.48    6.73    9.71    7.39    9.28    3.19    
Name2468  Surname2  9.44    6.77    6.55    6.52    2.93    9.67    3.90    3.13    
Name2469  Surname1  8.70    9.67    4.63    8.49    3.30    6.93    1.81    8.85    
Name2470  Surname2  3.91    2.75    4.27    1.71    4.01    2.27    6.45    7.86    
Name2471  Surname1  6.29    1.06    2.84    3.62    1.97    8.80    2.59    1.41    
Name2472  Surname2  8.40    2.77    2.11    2.20    1.02    8.63    7.79    4.81    
Name2473  Surname1  5.15    6.14    5.35    4.13    9.06    9.21    1.45    5.69    
Name2474  Surname2  6.61    3.80    1.64    3.67    7.41    9.35    3.41    2.71    
Name2475  Surname1  7.00    2.01    3.31    5.38    8.13    8.37    1.04    4.42    
Name2476  Surname2  4.70    4.13    9.34    6.08    7.23    7.45    1.11    1.63    
Name2477  Surname1  9.09    6.21    2.06    5.47    1.00    7.46    8.23    8.92    
Name2478  Surname2  6.58    3.66    5.04    9.99    9.35    4.87    4.24    3.02    
Name2479  Surname1  1.03    8.09    1.63    5.93    5.33    5.40    5.96    9.75    
Name2480  Surname2  3.02    8.90    2.34    9.89    1.62    8.17    5.88    6.06    
Name2481  Surname1  2.26    1.22    2.76    5.08    1.21    6.57    3.01    9.75    
Name2482  Surname2  1.33    2.84    5.96    8.66    3.74    2.45    9.12    8.39    
Name2483  Surname1  1.71    5.50    1.02    9.83    2.39    4.13    6.70    1.21    
Name2484  Surname2  2.49    7.13    6.08    4.37    5.37    1.68    4.28    2.91    
Name2485  Surname1  2.73    4.77    3.90    2.65    3.58    9.13    6.43    8.01    
Name2486  Surname2  1.43    9.25    5.25    1.56    9.36    1.74    4.65    9.78    
Name2487  Surname1  1.33    6.73    1.84    2.98    7.47    3.81    3.60    5.26    
Name2488  Surname2  3.75    7.85    6.69    6.90    8.00    3.28    6.34    2.05    
Name2489  Surname1  1.41    6.50    7.38    9.39    4.98    2.19    4.74    9.50    
Name2490  Surname2  7.63    2.84    8.98    8.03    7.06    3.01    1.87    3.50    
Name2491  Surname1  6.34    4.92    4.25    9.73    7.77    9.73    3.62    8.32    
Name2492  Surname2  3.64    7.96    9.89    8.65    6.30    5.31    1.12    5.29    
Name2493  Surname1  2.19    1.94    1.60    8.22    8.59    5.21    6.46    3.01    
Name2494  Surname2  3.70    3.41    5.21    4.83    2.12    6.55    5.82    6.75    
Name2495  Surname1  2.70    9.01    1.13    1.13    7.58    1.64    3.61    4.42    
Name2496  Surname2  6.21    1.77    2.93    3.77    7.55    9.60    8.17    4.96    
Name2497  Surname1  7.62    1.47    9.25    6.01    4.09    2.86    6.34    3.96    
Name2498  Surname2  8.06    4.33    3.86    9.86    4.47    7.33    2.38    8.05    
Name2499  Surname1  1.53    4.67    7.19    6.23    5.27    1.24    2.53    5.86    
Name2500  Surname2  1.90    5.14    9.36    9.10    2.01    3.68    5.22    9.82    
Name2501  Surname1  6.06    2.63    7.96    3.92    2.10    3.90    1.44    4.32    
Name2502  Surname2  8.57    2.17    5.49    2.48    1.73    4.27    4.14    8.66    
Name2503  Surname1  3.08    8.24    2.66    5.64    2.30    1.47    4.60    5.51    
Name2504  Surname2  7.25    5.66    7.23    7.06    4.51    8.30    2.81    7.51    
Name2505  Surname1  2.52    9.09    8.83    2.74    5.99    7.95    7.22    7.45    
Name2506  Surname2  5.26    9.56    1.36    1.84    1.83    9.49    9.56    9.61    
Name2507  Surname1  3.09    1.92    6.36    2.56    1.98    6.34    9.37    2.99    
Name2508  Surname2  4.56    5.49    1.98    8.47    2.44    3.93    5.71    4.50    
Name2509  Surname1  8.90    4.96    1.12    6.32    9.39    2.42    8.06    9.68    
Name2510  Surname2  7.36    1.02    5.65    8.73    7.29    9.66    8.64    6.85    
Name2511  Surname1  6.46    6.36    1.41    4.05    2.87    9.14    6.32    4.58    
Name2512  Surname2  5.00    3.80    4.16    6.01    6.71    8.00    7.23    5.01    
Name2513  Surname1  7.45    6.31    3.83    6.21    4.87    9.16    1.58    6.16    
Name2514  Surname2  8.59    4.05    6.74    3.54    7.29    8.23    4.76    3.05    
Name2515  Surname1  5.73    9.82    3.10    3.76    8.38    9.08    1.52    8.57    
Name2516  Surname2  6.99    5.64    2.85    6.83    8.96    3.23    4.29    7.43    
Name2517  Surname1  3.69    6.53    8.25    8.86    1.93    3.91    2.95    3.92    
Name2518  Surname2  4.44    5.88    8.76    1.32    7.42    9.50    7.24    3.93    
Name2519  Surname1  4.69    7.82    7.01    6.45    5.13    5.26    2.69    6.65    
Name2520  Surname2  3.72    4.04    5.24    5.34    3.98    7.06    2.76    2.28    
Name2521  Surname1  6.44    6.72    9.13    9.89    4.77    5.44    2.03    7.50    
Name2522  Surname2  9.00    2.64    2.27    3.11    6.73    5.56    2.55    7.50    
Name2523  Surname1  8.12    3.60    7.01    8.93    9.24    8.05    7.46    9.23    
Name2524  Surname2  7.26    2.24    9.90    5.61    1.85    4.62    5.25    6.75    
Name2525  Surname1  7.06    5.54    5.69    5.20    1.63    5.35    7.73    6.19    
Name2526  Surname2  4.29    5.50    8.20    8.52    3.36    3.58    8.15    7.33    
Name2527  Surname1  7.70    3.67    7.15    9.16    6.81    2.10    3.43    1.17    
Name2528  Surname2  9.76    4.87    9.61    8.80    5.96    8.34    8.92    7.45    
Name2529  Surname1  2.56    5.78    4.21    5.53    9.32    8.07    5.50    7.81    
Name2530  Surname2  7.90    2.41    9.43    3.42    5.74    7.54    7.98    3.70    
Name2531  Surname1  9.38    1.27    2.48    7.55    4.43    1.16    1.22    4.92    
Name2532  Surname2  4.85    8.07    9.30    7.76    8.62    9.68    8.41    9.16    
Name2533  Surname1  8.66    5.79    2.35    5.30    1.93    3.21    6.20    7.25    
Name2534  Surname2  4.24    8.52    1.18    8.05    9.00    9.64    2.24    5.21    
Name2535  Surname1  1.84    2.48    4.45    5.90    1.97    7.82    2.72    7.95    
Name2536  Surname2  9.26    8.36    4.79    7.44    5.59    4.40    4.56    2.83    
Name2537  Surname1  1.07    3.63    1.19    3.62    7.35    6.23    4.26    1.98    
Name2538  Surname2  9.03    2.79    8.60    3.52    8.04    7.29    8.89    4.56    
Name2539  Surname1  3.55    1.76    9.23    4.37    7.69    2.40    9.25    7.38    
Name2540  Surname2  5.74    9.83    3.36    6.76    2.35    3.79    6.96    1.85    
Name2541  Surname1  4.55    1.92    4.15    6.45    9.10    6.37    9.22    3.68    
Name2542  Surname2  1.15    5.41    4.09    1.92    9.80    7.91    2.10    7.28    
Name2543  Surname1  1.30    5.95    5.83    5.60    8.64    3.91    5.86    3.47    
Name2544  Surname2  4.92    6.07    7.38    9.45    4.49    1.92    4.14    3.36    
Name2545  Surname1  9.74    2.05    9.65    5.78    4.88    1.29    1.11    1.06    
Name2546  Surname2  7.64    9.46    5.96    8.45    4.35    5.77    1.55    4.86    
Name2547  Surname1  3.88    8.70    4.61    2.49    3.43    8.82    9.47    5.60    
Name2548  Surname2  1.67    9.41    2.28    1.36    6.72    2.37    6.40    3.08    
Name2549  Surname1  8.30    5.14    1.05    8.00    1.05    9.12    6.21    3.88    
Name2550  Surname2  6.94    4.58    7.33    2.54    6.00    9.64    4.64    2.19    
Name2551  Surname1  7.98    2.56    4.84    5.46    6.02    6.72    3.24    4.28    
Name2552  Surname2  8.70    4.71    6.97    2.71    1.85    8.12    9.92    9.37    
Name2553  Surname1  7.91    9.50    9.51    1.57    6.04    8.49    2.64    2.40    
Name2554  Surname2  2.35    1.21    6.59    1.15    3.03    5.33    2.63    4.99    
Name2555  Surname1  6.66    4.17    2.76    2.22    7.37    7.33    7.53    1.29    
Name2556  Surname2  8.93    7.94    1.72    6.81    7.93    2.39    4.31    4.94    
Name2557  Surname1  7.44    7.45    6.68    4.50    3.41    1.58    3.45    2.19    
Name2558  Surname2  8.09    5.21    1.52    7.28    2.63    1.58    4.69    3.48    
Name2559  Surname1  7.39    6.23    9.69    2.96    1.49    3.77    4.51    4.25    
Name2560  Surname2  9.26    2.49    5.90    8.83    7.09    1.73    3.09    1.28    
Name2561  Surname1  5.75    4.86    7.99    6.75    4.10    5.83    5.32    6.31    
Name2562  Surname2  7.22    5.24    1.55    1.93    9.35    5.92    1.41    8.70    
Name2563  Surname1  3.39    1.57    3.12    1.34    2.93    9.39    7.79    9.24    
Name2564  Surname2  8.41    5.25    1.98    1.47    5.88    2.69    4.95    1.37    
Name2565  Surname1  1.02    7.99    9.91    8.04    2.20    4.66    9.81    3.70    
Name2566  Surname2  5.25    1.73    9.53    6.43    8.10    6.41    7.49    2.67    
Name2567  Surname1  6.26    2.17    6.38    9.31    8.91    6.26    2.03    6.28    
Name2568  Surname2  3.77    2.81    7.10    8.92    3.43    6.14    8.93    8.38    
Name2569  Surname1  4.47    5.48    5.87    5.25    4.69    7.92    7.63    2.57    
Name2570  Surname2  6.11    3.54    4.95    4.99    9.39    8.90    3.40    8.60    
Name2571  Surname1  7.51    6.50    2.43    2.07    6.64    4.58    5.06    5.61    
Name2572  Surname2  7.72    6.88    3.54    3.83    1.45    1.60    6.70    6.20    
Name2573  Surname1  2.12    2.09    8.64    5.72    6.12    6.39    4.81    7.04    
Name2574  Surname2  5.60    8.34    5.32    5.60    3.84    4.45    1.83    5.80    
Name2575  Surname1  9.51    9.55    9.39    2.31    8.47    7.97    9.89    8.38    
Name2576  Surname2  9.00    1.91    5.86    4.55    1.39    8.18    6.48    4.51    
Name2577  Surname1  5.58    2.37    7.16    9.60    5.01    7.84    7.09    2.02    
Name2578  Surname2  8.23    2.14    3.78    8.27    5.32    4.29    1.67    4.36    
Name2579  Surname1  4.79    2.79    5.85    9.46    6.24    2.20    1.86    5.75    
Name2580  Surname2  4.24    1.81    8.12    7.67    9.20    2.75    3.51    8.01    
Name2581  Surname1  2.26    7.12    9.54    4.39    7.74    6.81    7.78    5.13    
Name2582  Surname2  3.60    5.98    5.34    1.15    9.93    7.05    7.90    7.80    
Name2583  Surname1  3.77    7.06    9.17    7.18    2.35    6.85    3.23    1.64    
Name2584  Surname2  4.86    8.38    6.87    8.15    5.01    7.61    9.63    6.70    
Name2585  Surname1  6.33    3.63    3.59    9.77    2.36    7.93    4.64    4.62    
Name2586  Surname2  1.25    7.30    1.51    5.68    7.47    6.54    9.10    2.38    
Name2587  Surname1  6.18    4.44    7.39    9.75    5.56    7.20    4.76    6.52    
Name2588  Surname2  5.22    9.33    4.37    9.59    5.98    1.30    4.21    5.10    
Name2589  Surname1  2.24    1.86    9.30    7.27    5.01    8.68    8.85    8.92    
Name2590  Surname2  2.41    6.59    1.04    1.81    2.26    9.21    3.46    3.02    
Name2591  Surname1  2.10    3.20    3.36    4.37    3.42    3.62    2.69    2.87    
Name2592  Surname2  8.86    8.66    1.23    6.71    9.56    4.09    3.04    7.27    
Name2593  Surname1  7.80    7.88    3.36    5.52    4.11    8.06    1.72    2.09    
Name2594  Surname2  9.24    2.77    8.70    6.09    4.57    6.55    7.31    1.37    
Name2595  Surname1  7.49    9.60    5.72    8.00    7.13    5.01    7.69    1.71    
Name2596  Surname2  8.20    9.20    5.92    1.01    3.83    9.92    1.82    6.89    
Name2597  Surname1  1.27    4.49    4.08    3.42    3.75    2.36    2.14    1.13    
Name2598  Surname2  6.77    6.61    4.81    2.65    7.82    9.56    2.14    8.85    
Name2599  Surname1  9.87    7.56    6.66    3.69    7.63    7.34    1.04    5.65    
Name2600  Surname2  4.33    8.12    6.57    4.58    4.01    2.43    7.83    3.12    
Name2601  Surname1  6.50    6.64    9.48    7.98    9.19    7.66    7.81    6.62    
Name2602  Surname2  7.49    2.66    8.02    3.97    3.95    5.12    3.31    6.42    
Name2603  Surname1  5.89    6.92    1.85    7.36    8.03    1.12    4.18    1.59    
